entity_id,h_positionTime,h_receiveTime,heading,index_record,key,lat,lng,long_v,partition,positionTime,system.todate(ts),ts
,2021-05-27 19:58:37,2021-05-27 19:58:44,26.0,0.0,,21.004279999999998,105.77337,,,1622120317.0,,1622120324897
,2021-05-27 19:58:38,2021-05-27 19:58:44,27.0,1.0,,21.00433,105.77313000000001,,,1622120318.0,,1622120324897
,2021-05-27 19:58:39,2021-05-27 19:58:44,27.0,2.0,,21.004379999999998,105.7729,,,1622120319.0,,1622120324897
,2021-05-27 19:58:40,2021-05-27 19:58:44,28.0,3.0,,21.00443,105.77265,,,1622120320.0,,1622120324897
,2021-05-27 19:58:41,2021-05-27 19:58:44,26.0,4.0,,21.00449,105.77242,,,1622120321.0,,1622120324897
,2021-05-27 19:58:42,2021-05-27 19:58:44,27.0,5.0,,21.00454,105.77216999999999,,,1622120322.0,,1622120324897
,2021-05-27 19:58:43,2021-05-27 19:58:44,27.0,6.0,,21.00459,105.77193,,,1622120323.0,,1622120324897
,2021-05-27 19:58:44,2021-05-27 19:58:44,28.0,7.0,,21.00464,105.77168,,,1622120324.0,,1622120324897
,2021-05-27 19:58:45,2021-05-27 19:58:52,27.0,0.0,,21.0047,105.77141999999999,,,1622120325.0,,1622120332917
,2021-05-27 19:58:46,2021-05-27 19:58:52,27.0,1.0,,21.00475,105.77118,,,1622120326.0,,1622120332917
,2021-05-27 19:58:47,2021-05-27 19:58:52,27.0,2.0,,21.0048,105.77091999999999,,,1622120327.0,,1622120332917
,2021-05-27 19:58:48,2021-05-27 19:58:52,27.0,3.0,,21.00486,105.77067,,,1622120328.0,,1622120332917
,2021-05-27 19:58:49,2021-05-27 19:58:52,26.0,4.0,,21.00491,105.77042,,,1622120329.0,,1622120332917
,2021-05-27 19:58:50,2021-05-27 19:58:52,27.0,5.0,,21.00496,105.77016,,,1622120330.0,,1622120332917
,2021-05-27 19:58:51,2021-05-27 19:58:52,26.0,6.0,,21.005010000000002,105.76991000000001,,,1622120331.0,,1622120332917
,2021-05-27 19:58:52,2021-05-27 19:58:52,27.0,7.0,,21.00506,105.76965,,,1622120332.0,,1622120332917
,2021-05-27 19:58:53,2021-05-27 19:59:00,27.0,0.0,,21.005110000000002,105.7694,,,1622120333.0,,1622120340936
,2021-05-27 19:58:54,2021-05-27 19:59:00,27.0,1.0,,21.00517,105.76914,,,1622120334.0,,1622120340936
,2021-05-27 19:58:55,2021-05-27 19:59:00,26.0,2.0,,21.00522,105.76888999999998,,,1622120335.0,,1622120340936
,2021-05-27 19:58:56,2021-05-27 19:59:00,28.0,3.0,,21.00527,105.76863,,,1622120336.0,,1622120340936
,2021-05-27 19:58:57,2021-05-27 19:59:00,27.0,4.0,,21.005329999999997,105.76838000000001,,,1622120337.0,,1622120340936
,2021-05-27 19:58:58,2021-05-27 19:59:00,27.0,5.0,,21.00538,105.76813,,,1622120338.0,,1622120340936
,2021-05-27 19:58:59,2021-05-27 19:59:00,26.0,6.0,,21.00543,105.76788,,,1622120339.0,,1622120340936
,2021-05-27 19:59:00,2021-05-27 19:59:00,26.0,7.0,,21.00548,105.76762,,,1622120340.0,,1622120340936
,2021-05-27 19:59:01,2021-05-27 19:59:08,26.0,0.0,,21.00553,105.76738,,,1622120341.0,,1622120348917
,2021-05-27 19:59:02,2021-05-27 19:59:08,28.0,1.0,,21.00558,105.76714,,,1622120342.0,,1622120348917
,2021-05-27 19:59:03,2021-05-27 19:59:08,26.0,2.0,,21.00563,105.7669,,,1622120343.0,,1622120348917
,2021-05-27 19:59:04,2021-05-27 19:59:08,27.0,3.0,,21.005679999999998,105.76666000000002,,,1622120344.0,,1622120348917
,2021-05-27 19:59:05,2021-05-27 19:59:08,26.0,4.0,,21.00573,105.76643999999999,,,1622120345.0,,1622120348917
,2021-05-27 19:59:06,2021-05-27 19:59:08,26.0,5.0,,21.005770000000002,105.7662,,,1622120346.0,,1622120348917
,2021-05-27 19:59:07,2021-05-27 19:59:08,27.0,6.0,,21.00582,105.76598,,,1622120347.0,,1622120348917
,2021-05-27 19:59:08,2021-05-27 19:59:08,27.0,7.0,,21.005860000000002,105.76575,,,1622120348.0,,1622120348917
,2021-05-27 19:59:09,2021-05-27 19:59:16,26.0,0.0,,21.00591,105.76553999999999,,,1622120349.0,,1622120356901
,2021-05-27 19:59:10,2021-05-27 19:59:16,27.0,1.0,,21.00595,105.76533,,,1622120350.0,,1622120356901
,2021-05-27 19:59:11,2021-05-27 19:59:16,27.0,2.0,,21.006,105.76512,,,1622120351.0,,1622120356901
,2021-05-27 19:59:12,2021-05-27 19:59:16,27.0,3.0,,21.00604,105.76491999999999,,,1622120352.0,,1622120356901
,2021-05-27 19:59:13,2021-05-27 19:59:16,27.0,4.0,,21.006079999999997,105.76472,,,1622120353.0,,1622120356901
,2021-05-27 19:59:14,2021-05-27 19:59:16,27.0,5.0,,21.006120000000003,105.76453000000001,,,1622120354.0,,1622120356901
,2021-05-27 19:59:15,2021-05-27 19:59:16,26.0,6.0,,21.00616,105.76433999999999,,,1622120355.0,,1622120356901
,2021-05-27 19:59:16,2021-05-27 19:59:16,28.0,7.0,,21.00619,105.76417,,,1622120356.0,,1622120356901
,2021-05-27 19:59:17,2021-05-27 19:59:24,27.0,0.0,,21.00623,105.76401000000001,,,1622120357.0,,1622120364995
,2021-05-27 19:59:18,2021-05-27 19:59:24,28.0,1.0,,21.00626,105.76387,,,1622120358.0,,1622120364995
,2021-05-27 19:59:19,2021-05-27 19:59:24,26.0,2.0,,21.00629,105.76373000000001,,,1622120359.0,,1622120364995
,2021-05-27 19:59:20,2021-05-27 19:59:24,29.0,3.0,,21.006320000000002,105.7636,,,1622120360.0,,1622120364995
,2021-05-27 19:59:21,2021-05-27 19:59:24,26.0,4.0,,21.00635,105.76348999999999,,,1622120361.0,,1622120364995
,2021-05-27 19:59:22,2021-05-27 19:59:24,27.0,5.0,,21.00637,105.76337,,,1622120362.0,,1622120364995
,2021-05-27 19:59:23,2021-05-27 19:59:24,26.0,6.0,,21.00639,105.76326999999999,,,1622120363.0,,1622120364995
,2021-05-27 19:59:24,2021-05-27 19:59:24,28.0,7.0,,21.006420000000002,105.76315,,,1622120364.0,,1622120364995
,2021-05-27 19:59:25,2021-05-27 19:59:32,26.0,0.0,,21.006439999999998,105.76305,,,1622120365.0,,1622120372896
,2021-05-27 19:59:26,2021-05-27 19:59:32,29.0,1.0,,21.00646,105.76296,,,1622120366.0,,1622120372896
,2021-05-27 19:59:27,2021-05-27 19:59:32,29.0,2.0,,21.00649,105.76286,,,1622120367.0,,1622120372896
,2021-05-27 19:59:28,2021-05-27 19:59:32,29.0,3.0,,21.006510000000002,105.76278,,,1622120368.0,,1622120372896
,2021-05-27 19:59:29,2021-05-27 19:59:32,26.0,4.0,,21.006529999999998,105.7627,,,1622120369.0,,1622120372896
,2021-05-27 19:59:30,2021-05-27 19:59:32,28.0,5.0,,21.00655,105.7626,,,1622120370.0,,1622120372896
,2021-05-27 19:59:31,2021-05-27 19:59:32,26.0,6.0,,21.00656,105.76251,,,1622120371.0,,1622120372896
,2021-05-27 19:59:32,2021-05-27 19:59:32,27.0,7.0,,21.00658,105.76241999999999,,,1622120372.0,,1622120372896
,2021-05-27 19:59:33,2021-05-27 19:59:40,25.0,0.0,,21.0066,105.76233,,,1622120373.0,,1622120380906
,2021-05-27 19:59:34,2021-05-27 19:59:40,27.0,1.0,,21.006610000000002,105.76223,,,1622120374.0,,1622120380906
,2021-05-27 19:59:35,2021-05-27 19:59:40,26.0,2.0,,21.006629999999998,105.76213,,,1622120375.0,,1622120380906
,2021-05-27 19:59:36,2021-05-27 19:59:40,27.0,3.0,,21.00665,105.76203999999998,,,1622120376.0,,1622120380906
,2021-05-27 19:59:37,2021-05-27 19:59:40,26.0,4.0,,21.00667,105.76194,,,1622120377.0,,1622120380906
,2021-05-27 19:59:38,2021-05-27 19:59:40,27.0,5.0,,21.00669,105.76185,,,1622120378.0,,1622120380906
,2021-05-27 19:59:39,2021-05-27 19:59:40,26.0,6.0,,21.00671,105.76176000000001,,,1622120379.0,,1622120380906
,2021-05-27 19:59:40,2021-05-27 19:59:40,28.0,7.0,,21.006729999999997,105.76167,,,1622120380.0,,1622120380906
,2021-05-27 19:59:41,2021-05-27 19:59:48,27.0,0.0,,21.00675,105.76156999999999,,,1622120381.0,,1622120388904
,2021-05-27 19:59:42,2021-05-27 19:59:48,28.0,1.0,,21.00677,105.76146999999999,,,1622120382.0,,1622120388904
,2021-05-27 19:59:43,2021-05-27 19:59:48,26.0,2.0,,21.00679,105.76137,,,1622120383.0,,1622120388904
,2021-05-27 19:59:44,2021-05-27 19:59:48,27.0,3.0,,21.00681,105.76127,,,1622120384.0,,1622120388904
,2021-05-27 19:59:45,2021-05-27 19:59:48,25.0,4.0,,21.006829999999997,105.76116,,,1622120385.0,,1622120388904
,2021-05-27 19:59:46,2021-05-27 19:59:48,27.0,5.0,,21.00685,105.76105,,,1622120386.0,,1622120388904
,2021-05-27 19:59:47,2021-05-27 19:59:48,25.0,6.0,,21.006870000000003,105.76095,,,1622120387.0,,1622120388904
,2021-05-27 19:59:48,2021-05-27 19:59:48,26.0,7.0,,21.00689,105.76083,,,1622120388.0,,1622120388904
,2021-05-27 19:59:49,2021-05-27 19:59:56,26.0,0.0,,21.00692,105.76071,,,1622120389.0,,1622120396913
,2021-05-27 19:59:50,2021-05-27 19:59:56,28.0,1.0,,21.00694,105.7606,,,1622120390.0,,1622120396913
,2021-05-27 19:59:51,2021-05-27 19:59:56,26.0,2.0,,21.006970000000003,105.76048,,,1622120391.0,,1622120396913
,2021-05-27 19:59:52,2021-05-27 19:59:56,28.0,3.0,,21.006999999999998,105.76035,,,1622120392.0,,1622120396913
,2021-05-27 19:59:53,2021-05-27 19:59:56,26.0,4.0,,21.00702,105.76023,,,1622120393.0,,1622120396913
,2021-05-27 19:59:54,2021-05-27 19:59:56,28.0,5.0,,21.00705,105.7601,,,1622120394.0,,1622120396913
,2021-05-27 19:59:55,2021-05-27 19:59:56,27.0,6.0,,21.00708,105.75997,,,1622120395.0,,1622120396913
,2021-05-27 19:59:56,2021-05-27 19:59:56,28.0,7.0,,21.00711,105.75984,,,1622120396.0,,1622120396913
,2021-05-27 19:59:57,2021-05-27 20:00:04,26.0,0.0,,21.00714,105.75971000000001,,,1622120397.0,,1622120404930
,2021-05-27 19:59:58,2021-05-27 20:00:04,28.0,1.0,,21.00716,105.75958,,,1622120398.0,,1622120404930
,2021-05-27 19:59:59,2021-05-27 20:00:04,27.0,2.0,,21.007189999999998,105.75945,,,1622120399.0,,1622120404930
,2021-05-27 20:00:00,2021-05-27 20:00:04,27.0,3.0,,21.00722,105.75932,,,1622120400.0,,1622120404930
,2021-05-27 20:00:01,2021-05-27 20:00:04,26.0,4.0,,21.00725,105.75918999999999,,,1622120401.0,,1622120404930
,2021-05-27 20:00:02,2021-05-27 20:00:04,29.0,5.0,,21.007279999999998,105.75905,,,1622120402.0,,1622120404930
,2021-05-27 20:00:03,2021-05-27 20:00:04,29.0,6.0,,21.00731,105.75891999999999,,,1622120403.0,,1622120404930
,2021-05-27 20:00:04,2021-05-27 20:00:04,31.0,7.0,,21.00735,105.75878999999999,,,1622120404.0,,1622120404930
,2021-05-27 20:00:05,2021-05-27 20:00:12,29.0,0.0,,21.007379999999998,105.75865,,,1622120405.0,,1622120412915
,2021-05-27 20:00:06,2021-05-27 20:00:12,30.0,1.0,,21.00742,105.75851999999999,,,1622120406.0,,1622120412915
,2021-05-27 20:00:07,2021-05-27 20:00:12,28.0,2.0,,21.00745,105.75838,,,1622120407.0,,1622120412915
,2021-05-27 20:00:08,2021-05-27 20:00:12,29.0,3.0,,21.007479999999997,105.75825,,,1622120408.0,,1622120412915
,2021-05-27 20:00:09,2021-05-27 20:00:12,27.0,4.0,,21.00751,105.75811999999999,,,1622120409.0,,1622120412915
,2021-05-27 20:00:10,2021-05-27 20:00:12,28.0,5.0,,21.00754,105.75798,,,1622120410.0,,1622120412915
,2021-05-27 20:00:11,2021-05-27 20:00:12,27.0,6.0,,21.00757,105.75785,,,1622120411.0,,1622120412915
,2021-05-27 20:00:12,2021-05-27 20:00:12,29.0,7.0,,21.0076,105.75771,,,1622120412.0,,1622120412915
,2021-05-27 20:00:13,2021-05-27 20:00:20,29.0,0.0,,21.00763,105.75758,,,1622120413.0,,1622120420891
,2021-05-27 20:00:14,2021-05-27 20:00:20,30.0,1.0,,21.00767,105.75745,,,1622120414.0,,1622120420891
,2021-05-27 20:00:15,2021-05-27 20:00:20,29.0,2.0,,21.0077,105.75731999999999,,,1622120415.0,,1622120420891
,2021-05-27 20:00:16,2021-05-27 20:00:20,30.0,3.0,,21.00773,105.7572,,,1622120416.0,,1622120420891
,2021-05-27 20:00:17,2021-05-27 20:00:20,28.0,4.0,,21.00776,105.75707,,,1622120417.0,,1622120420891
,2021-05-27 20:00:18,2021-05-27 20:00:20,29.0,5.0,,21.00779,105.75695,,,1622120418.0,,1622120420891
,2021-05-27 20:00:19,2021-05-27 20:00:20,27.0,6.0,,21.007820000000002,105.75683000000001,,,1622120419.0,,1622120420891
,2021-05-27 20:00:20,2021-05-27 20:00:20,28.0,7.0,,21.007839999999998,105.7567,,,1622120420.0,,1622120420891
,2021-05-27 20:00:21,2021-05-27 20:00:28,26.0,0.0,,21.00787,105.75658,,,1622120421.0,,1622120428908
,2021-05-27 20:00:22,2021-05-27 20:00:28,28.0,1.0,,21.0079,105.75645,,,1622120422.0,,1622120428908
,2021-05-27 20:00:23,2021-05-27 20:00:28,27.0,2.0,,21.007920000000002,105.75633,,,1622120423.0,,1622120428908
,2021-05-27 20:00:24,2021-05-27 20:00:28,29.0,3.0,,21.00795,105.75621000000001,,,1622120424.0,,1622120428908
,2021-05-27 20:00:25,2021-05-27 20:00:28,28.0,4.0,,21.00798,105.75608999999999,,,1622120425.0,,1622120428908
,2021-05-27 20:00:26,2021-05-27 20:00:28,30.0,5.0,,21.008010000000002,105.75596999999999,,,1622120426.0,,1622120428908
,2021-05-27 20:00:27,2021-05-27 20:00:28,29.0,6.0,,21.00804,105.75586000000001,,,1622120427.0,,1622120428908
,2021-05-27 20:00:28,2021-05-27 20:00:28,29.0,7.0,,21.00806,105.75576000000001,,,1622120428.0,,1622120428908
,2021-05-27 20:00:29,2021-05-27 20:00:36,29.0,0.0,,21.00809,105.75565,,,1622120429.0,,1622120436946
,2021-05-27 20:00:30,2021-05-27 20:00:36,29.0,1.0,,21.00812,105.75555,,,1622120430.0,,1622120436946
,2021-05-27 20:00:31,2021-05-27 20:00:36,27.0,2.0,,21.00814,105.75545,,,1622120431.0,,1622120436946
,2021-05-27 20:00:32,2021-05-27 20:00:36,30.0,3.0,,21.00817,105.75533999999999,,,1622120432.0,,1622120436946
,2021-05-27 20:00:33,2021-05-27 20:00:36,29.0,4.0,,21.00819,105.75523999999999,,,1622120433.0,,1622120436946
,2021-05-27 20:00:34,2021-05-27 20:00:36,30.0,5.0,,21.00822,105.75514,,,1622120434.0,,1622120436946
,2021-05-27 20:00:35,2021-05-27 20:00:36,29.0,6.0,,21.00824,105.75504,,,1622120435.0,,1622120436946
,2021-05-27 20:00:36,2021-05-27 20:00:36,31.0,7.0,,21.00826,105.75493999999999,,,1622120436.0,,1622120436946
,2021-05-27 20:00:37,2021-05-27 20:00:44,31.0,0.0,,21.00829,105.75483999999999,,,1622120437.0,,1622120444920
,2021-05-27 20:00:38,2021-05-27 20:00:44,35.0,1.0,,21.00832,105.75475,,,1622120438.0,,1622120444920
,2021-05-27 20:00:39,2021-05-27 20:00:44,35.0,2.0,,21.00835,105.75466000000002,,,1622120439.0,,1622120444920
,2021-05-27 20:00:40,2021-05-27 20:00:44,39.0,3.0,,21.00838,105.75458,,,1622120440.0,,1622120444920
,2021-05-27 20:00:41,2021-05-27 20:00:44,38.0,4.0,,21.00841,105.7545,,,1622120441.0,,1622120444920
,2021-05-27 20:00:42,2021-05-27 20:00:44,38.0,5.0,,21.00844,105.75443,,,1622120442.0,,1622120444920
,2021-05-27 20:00:43,2021-05-27 20:00:44,37.0,6.0,,21.008470000000003,105.75436,,,1622120443.0,,1622120444920
,2021-05-27 20:00:44,2021-05-27 20:00:44,38.0,7.0,,21.00849,105.75429,,,1622120444.0,,1622120444920
,2021-05-27 20:00:45,2021-05-27 20:00:52,37.0,0.0,,21.00852,105.75421999999999,,,1622120445.0,,1622120452909
,2021-05-27 20:00:46,2021-05-27 20:00:52,38.0,1.0,,21.00855,105.75416000000001,,,1622120446.0,,1622120452909
,2021-05-27 20:00:47,2021-05-27 20:00:52,37.0,2.0,,21.008570000000002,105.75408999999999,,,1622120447.0,,1622120452909
,2021-05-27 20:00:48,2021-05-27 20:00:52,37.0,3.0,,21.0086,105.75402,,,1622120448.0,,1622120452909
,2021-05-27 20:00:49,2021-05-27 20:00:52,37.0,4.0,,21.00863,105.75395,,,1622120449.0,,1622120452909
,2021-05-27 20:00:50,2021-05-27 20:00:52,37.0,5.0,,21.00865,105.75388000000001,,,1622120450.0,,1622120452909
,2021-05-27 20:00:51,2021-05-27 20:00:52,37.0,6.0,,21.00868,105.75381000000002,,,1622120451.0,,1622120452909
,2021-05-27 20:00:52,2021-05-27 20:00:52,38.0,7.0,,21.00872,105.75373,,,1622120452.0,,1622120452909
,2021-05-27 20:00:53,2021-05-27 20:01:00,35.0,0.0,,21.00875,105.75365,,,1622120453.0,,1622120460910
,2021-05-27 20:00:54,2021-05-27 20:01:00,35.0,1.0,,21.008779999999998,105.75356000000001,,,1622120454.0,,1622120460910
,2021-05-27 20:00:55,2021-05-27 20:01:00,32.0,2.0,,21.00881,105.75347,,,1622120455.0,,1622120460910
,2021-05-27 20:00:56,2021-05-27 20:01:00,32.0,3.0,,21.00884,105.75336999999999,,,1622120456.0,,1622120460910
,2021-05-27 20:00:57,2021-05-27 20:01:00,27.0,4.0,,21.008860000000002,105.75327,,,1622120457.0,,1622120460910
,2021-05-27 20:00:58,2021-05-27 20:01:00,28.0,5.0,,21.00889,105.75316000000001,,,1622120458.0,,1622120460910
,2021-05-27 20:00:59,2021-05-27 20:01:00,26.0,6.0,,21.00891,105.75305,,,1622120459.0,,1622120460910
,2021-05-27 20:01:00,2021-05-27 20:01:00,27.0,7.0,,21.00893,105.75294,,,1622120460.0,,1622120460910
,2021-05-27 20:01:01,2021-05-27 20:01:08,27.0,0.0,,21.008960000000002,105.75281000000001,,,1622120461.0,,1622120468910
,2021-05-27 20:01:02,2021-05-27 20:01:08,27.0,1.0,,21.008979999999998,105.75268999999999,,,1622120462.0,,1622120468910
,2021-05-27 20:01:03,2021-05-27 20:01:08,27.0,2.0,,21.00901,105.75256,,,1622120463.0,,1622120468910
,2021-05-27 20:01:04,2021-05-27 20:01:08,28.0,3.0,,21.00904,105.75243999999999,,,1622120464.0,,1622120468910
,2021-05-27 20:01:05,2021-05-27 20:01:08,26.0,4.0,,21.00907,105.75232,,,1622120465.0,,1622120468910
,2021-05-27 20:01:06,2021-05-27 20:01:08,27.0,5.0,,21.00909,105.75218999999998,,,1622120466.0,,1622120468910
,2021-05-27 20:01:07,2021-05-27 20:01:08,26.0,6.0,,21.009120000000003,105.75206000000001,,,1622120467.0,,1622120468910
,2021-05-27 20:01:08,2021-05-27 20:01:08,28.0,7.0,,21.00915,105.75193999999999,,,1622120468.0,,1622120468910
,2021-05-27 20:01:09,2021-05-27 20:01:16,27.0,0.0,,21.00917,105.75181,,,1622120469.0,,1622120476908
,2021-05-27 20:01:10,2021-05-27 20:01:16,28.0,1.0,,21.0092,105.75169,,,1622120470.0,,1622120476908
,2021-05-27 20:01:11,2021-05-27 20:01:16,27.0,2.0,,21.00923,105.75156000000001,,,1622120471.0,,1622120476908
,2021-05-27 20:01:12,2021-05-27 20:01:16,28.0,3.0,,21.00925,105.75143,,,1622120472.0,,1622120476908
,2021-05-27 20:01:13,2021-05-27 20:01:16,26.0,4.0,,21.00928,105.7513,,,1622120473.0,,1622120476908
,2021-05-27 20:01:14,2021-05-27 20:01:16,27.0,5.0,,21.00931,105.75117,,,1622120474.0,,1622120476908
,2021-05-27 20:01:15,2021-05-27 20:01:16,25.0,6.0,,21.00933,105.75103999999999,,,1622120475.0,,1622120476908
,2021-05-27 20:01:16,2021-05-27 20:01:16,27.0,7.0,,21.00936,105.7509,,,1622120476.0,,1622120476908
,2021-05-27 20:01:17,2021-05-27 20:01:24,26.0,0.0,,21.00939,105.75076000000001,,,1622120477.0,,1622120484901
,2021-05-27 20:01:18,2021-05-27 20:01:24,26.0,1.0,,21.00941,105.75062,,,1622120478.0,,1622120484901
,2021-05-27 20:01:19,2021-05-27 20:01:24,25.0,2.0,,21.009439999999998,105.75046999999999,,,1622120479.0,,1622120484901
,2021-05-27 20:01:20,2021-05-27 20:01:24,26.0,3.0,,21.00947,105.75032,,,1622120480.0,,1622120484901
,2021-05-27 20:01:21,2021-05-27 20:01:24,24.0,4.0,,21.0095,105.75018,,,1622120481.0,,1622120484901
,2021-05-27 20:01:22,2021-05-27 20:01:24,25.0,5.0,,21.009520000000002,105.75001999999999,,,1622120482.0,,1622120484901
,2021-05-27 20:01:23,2021-05-27 20:01:24,22.0,6.0,,21.009539999999998,105.74987,,,1622120483.0,,1622120484901
,2021-05-27 20:01:24,2021-05-27 20:01:24,23.0,7.0,,21.00956,105.74973,,,1622120484.0,,1622120484901
,2021-05-27 20:01:25,2021-05-27 20:01:33,22.0,0.0,,21.00958,105.74956999999999,,,1622120485.0,,1622120493012
,2021-05-27 20:01:26,2021-05-27 20:01:33,22.0,1.0,,21.0096,105.74942,,,1622120486.0,,1622120493012
,2021-05-27 20:01:27,2021-05-27 20:01:33,21.0,2.0,,21.00962,105.74927,,,1622120487.0,,1622120493012
,2021-05-27 20:01:28,2021-05-27 20:01:33,23.0,3.0,,21.00964,105.74911000000002,,,1622120488.0,,1622120493012
,2021-05-27 20:01:29,2021-05-27 20:01:33,20.0,4.0,,21.00966,105.74895,,,1622120489.0,,1622120493012
,2021-05-27 20:01:30,2021-05-27 20:01:33,21.0,5.0,,21.00968,105.74878999999999,,,1622120490.0,,1622120493012
,2021-05-27 20:01:31,2021-05-27 20:01:33,21.0,6.0,,21.0097,105.74863,,,1622120491.0,,1622120493012
,2021-05-27 20:01:32,2021-05-27 20:01:33,21.0,7.0,,21.00972,105.74846000000001,,,1622120492.0,,1622120493012
,2021-05-27 20:01:33,2021-05-27 20:01:40,20.0,0.0,,21.009729999999998,105.74829,,,1622120493.0,,1622120500910
,2021-05-27 20:01:34,2021-05-27 20:01:40,21.0,1.0,,21.00975,105.74812,,,1622120494.0,,1622120500910
,2021-05-27 20:01:35,2021-05-27 20:01:40,18.0,2.0,,21.00977,105.74796,,,1622120495.0,,1622120500910
,2021-05-27 20:01:36,2021-05-27 20:01:40,18.0,3.0,,21.00978,105.7478,,,1622120496.0,,1622120500910
,2021-05-27 20:01:37,2021-05-27 20:01:40,16.0,4.0,,21.00978,105.74762,,,1622120497.0,,1622120500910
,2021-05-27 20:01:38,2021-05-27 20:01:40,19.0,5.0,,21.0098,105.74746,,,1622120498.0,,1622120500910
,2021-05-27 20:01:39,2021-05-27 20:01:40,17.0,6.0,,21.00981,105.7473,,,1622120499.0,,1622120500910
,2021-05-27 20:01:40,2021-05-27 20:01:40,18.0,7.0,,21.00982,105.74715,,,1622120500.0,,1622120500910
,2021-05-27 20:01:41,2021-05-27 20:01:48,18.0,0.0,,21.009829999999997,105.74699,,,1622120501.0,,1622120508898
,2021-05-27 20:01:42,2021-05-27 20:01:48,20.0,1.0,,21.00984,105.74683999999999,,,1622120502.0,,1622120508898
,2021-05-27 20:01:43,2021-05-27 20:01:48,17.0,2.0,,21.00985,105.74668999999999,,,1622120503.0,,1622120508898
,2021-05-27 20:01:44,2021-05-27 20:01:48,19.0,3.0,,21.00986,105.74654,,,1622120504.0,,1622120508898
,2021-05-27 20:01:45,2021-05-27 20:01:48,18.0,4.0,,21.009870000000003,105.74638999999999,,,1622120505.0,,1622120508898
,2021-05-27 20:01:46,2021-05-27 20:01:48,19.0,5.0,,21.00988,105.74623999999999,,,1622120506.0,,1622120508898
,2021-05-27 20:01:47,2021-05-27 20:01:48,18.0,6.0,,21.00989,105.74609,,,1622120507.0,,1622120508898
,2021-05-27 20:01:48,2021-05-27 20:01:48,19.0,7.0,,21.0099,105.74593999999999,,,1622120508.0,,1622120508898
,2021-05-27 20:01:49,2021-05-27 20:01:57,17.0,0.0,,21.00991,105.74578000000001,,,1622120509.0,,1622120517060
,2021-05-27 20:01:50,2021-05-27 20:01:57,18.0,1.0,,21.00991,105.74563,,,1622120510.0,,1622120517060
,2021-05-27 20:01:51,2021-05-27 20:01:57,17.0,2.0,,21.00992,105.74548,,,1622120511.0,,1622120517060
,2021-05-27 20:01:52,2021-05-27 20:01:57,17.0,3.0,,21.009929999999997,105.74531999999999,,,1622120512.0,,1622120517060
,2021-05-27 20:01:53,2021-05-27 20:01:57,16.0,4.0,,21.00994,105.74516000000001,,,1622120513.0,,1622120517060
,2021-05-27 20:01:54,2021-05-27 20:01:57,17.0,5.0,,21.00995,105.74501000000001,,,1622120514.0,,1622120517060
,2021-05-27 20:01:55,2021-05-27 20:01:57,15.0,6.0,,21.00995,105.74485,,,1622120515.0,,1622120517060
,2021-05-27 20:01:56,2021-05-27 20:01:57,16.0,7.0,,21.00996,105.74468999999999,,,1622120516.0,,1622120517060
,2021-05-27 20:01:57,2021-05-27 20:02:04,16.0,0.0,,21.00996,105.74453000000001,,,1622120517.0,,1622120524899
,2021-05-27 20:01:58,2021-05-27 20:02:04,17.0,1.0,,21.009970000000003,105.74436999999999,,,1622120518.0,,1622120524899
,2021-05-27 20:01:59,2021-05-27 20:02:04,18.0,2.0,,21.00998,105.7442,,,1622120519.0,,1622120524899
,2021-05-27 20:02:00,2021-05-27 20:02:04,19.0,3.0,,21.00999,105.74403999999998,,,1622120520.0,,1622120524899
,2021-05-27 20:02:01,2021-05-27 20:02:04,19.0,4.0,,21.01001,105.74387,,,1622120521.0,,1622120524899
,2021-05-27 20:02:02,2021-05-27 20:02:04,19.0,5.0,,21.01002,105.74371000000001,,,1622120522.0,,1622120524899
,2021-05-27 20:02:03,2021-05-27 20:02:04,18.0,6.0,,21.01003,105.74353,,,1622120523.0,,1622120524899
,2021-05-27 20:02:04,2021-05-27 20:02:04,18.0,7.0,,21.01004,105.74335,,,1622120524.0,,1622120524899
,2021-05-27 20:02:05,2021-05-27 20:02:13,17.0,0.0,,21.01005,105.74316999999999,,,1622120525.0,,1622120533177
,2021-05-27 20:02:06,2021-05-27 20:02:13,17.0,1.0,,21.01006,105.743,,,1622120526.0,,1622120533177
,2021-05-27 20:02:07,2021-05-27 20:02:13,18.0,2.0,,21.010070000000002,105.74281,,,1622120527.0,,1622120533177
,2021-05-27 20:02:08,2021-05-27 20:02:13,18.0,3.0,,21.010089999999998,105.74262,,,1622120528.0,,1622120533177
,2021-05-27 20:02:09,2021-05-27 20:02:13,18.0,4.0,,21.0101,105.74243,,,1622120529.0,,1622120533177
,2021-05-27 20:02:10,2021-05-27 20:02:13,18.0,5.0,,21.01011,105.74223,,,1622120530.0,,1622120533177
,2021-05-27 20:02:11,2021-05-27 20:02:13,18.0,6.0,,21.01012,105.74203999999999,,,1622120531.0,,1622120533177
,2021-05-27 20:02:12,2021-05-27 20:02:13,18.0,7.0,,21.01013,105.74184,,,1622120532.0,,1622120533177
,2021-05-27 20:02:13,2021-05-27 20:02:20,18.0,0.0,,21.01015,105.74163999999999,,,1622120533.0,,1622120540898
,2021-05-27 20:02:14,2021-05-27 20:02:20,18.0,1.0,,21.01016,105.74144,,,1622120534.0,,1622120540898
