ts,index_record,heading,lat,lng,positionTime,h_positionTime,h_receiveTime
1622678609897,7,87,21.00167,105.72401,1622678609,2021-06-03 07:03:29,2021-06-03 07:03:29
1622678617900,0,85,21.00177,105.72398,1622678610,2021-06-03 07:03:30,2021-06-03 07:03:37
1622678617900,1,81,21.00187,105.72393,1622678611,2021-06-03 07:03:31,2021-06-03 07:03:37
1622678617900,2,76,21.00196,105.72388,1622678612,2021-06-03 07:03:32,2021-06-03 07:03:37
1622678617900,3,71,21.00205,105.72382,1622678613,2021-06-03 07:03:33,2021-06-03 07:03:37
1622678617900,4,67,21.00213,105.72375,1622678614,2021-06-03 07:03:34,2021-06-03 07:03:37
1622678617900,5,65,21.00221,105.72368,1622678615,2021-06-03 07:03:35,2021-06-03 07:03:37
1622678617900,6,65,21.00229,105.72361,1622678616,2021-06-03 07:03:36,2021-06-03 07:03:37
1622678617900,7,66,21.00237,105.72354,1622678617,2021-06-03 07:03:37,2021-06-03 07:03:37
1622678625914,0,65,21.00245,105.72347,1622678618,2021-06-03 07:03:38,2021-06-03 07:03:45
1622678625914,1,64,21.00253,105.7234,1622678619,2021-06-03 07:03:39,2021-06-03 07:03:45
1622678625914,2,64,21.0026,105.72334,1622678620,2021-06-03 07:03:40,2021-06-03 07:03:45
1622678625914,3,63,21.00268,105.72327,1622678621,2021-06-03 07:03:41,2021-06-03 07:03:45
1622678625914,4,64,21.00274,105.7232,1622678622,2021-06-03 07:03:42,2021-06-03 07:03:45
1622678625914,5,66,21.00281,105.72314,1622678623,2021-06-03 07:03:43,2021-06-03 07:03:45
1622678625914,6,69,21.00288,105.72309,1622678624,2021-06-03 07:03:44,2021-06-03 07:03:45
1622678625914,7,82,21.00295,105.72306,1622678625,2021-06-03 07:03:45,2021-06-03 07:03:45
1622678634265,0,98,21.00304,105.72305,1622678626,2021-06-03 07:03:46,2021-06-03 07:03:54
1622678634265,1,3,21.00312,105.72306,1622678627,2021-06-03 07:03:47,2021-06-03 07:03:54
1622678634265,2,6,21.00318,105.72308,1622678628,2021-06-03 07:03:48,2021-06-03 07:03:54
1622678634265,3,14,21.00325,105.72311,1622678629,2021-06-03 07:03:49,2021-06-03 07:03:54
1622678634265,4,26,21.0033,105.72316,1622678630,2021-06-03 07:03:50,2021-06-03 07:03:54
1622678634265,5,33,21.00336,105.72322,1622678631,2021-06-03 07:03:51,2021-06-03 07:03:54
1622678634265,6,43,21.00341,105.72331,1622678632,2021-06-03 07:03:52,2021-06-03 07:03:54
1622678634265,7,49,21.00345,105.7234,1622678633,2021-06-03 07:03:53,2021-06-03 07:03:54
1622678641875,0,56,21.00349,105.72352,1622678634,2021-06-03 07:03:54,2021-06-03 07:04:01
1622678641875,1,64,21.0035,105.72366,1622678635,2021-06-03 07:03:55,2021-06-03 07:04:01
1622678641875,2,69,21.00353,105.72379,1622678636,2021-06-03 07:03:56,2021-06-03 07:04:01
1622678641875,3,72,21.00355,105.72393,1622678637,2021-06-03 07:03:57,2021-06-03 07:04:01
1622678641875,4,73,21.00359,105.72406,1622678638,2021-06-03 07:03:58,2021-06-03 07:04:01
1622678641875,5,74,21.00362,105.7242,1622678639,2021-06-03 07:03:59,2021-06-03 07:04:01
1622678641875,6,74,21.00365,105.72434,1622678640,2021-06-03 07:04:00,2021-06-03 07:04:01
1622678641875,7,74,21.00369,105.72448,1622678641,2021-06-03 07:04:01,2021-06-03 07:04:01
1622678649942,0,73,21.00372,105.72462,1622678642,2021-06-03 07:04:02,2021-06-03 07:04:09
1622678649942,1,73,21.00376,105.72477,1622678643,2021-06-03 07:04:03,2021-06-03 07:04:09
1622678649942,2,73,21.0038,105.72492,1622678644,2021-06-03 07:04:04,2021-06-03 07:04:09
1622678649942,3,74,21.00384,105.72507,1622678645,2021-06-03 07:04:05,2021-06-03 07:04:09
1622678649942,4,74,21.00388,105.72522,1622678646,2021-06-03 07:04:06,2021-06-03 07:04:09
1622678649942,5,74,21.00392,105.72537,1622678647,2021-06-03 07:04:07,2021-06-03 07:04:09
1622678649942,6,74,21.00396,105.72553,1622678648,2021-06-03 07:04:08,2021-06-03 07:04:09
1622678649942,7,74,21.004,105.72569,1622678649,2021-06-03 07:04:09,2021-06-03 07:04:09
1622678657940,0,73,21.00404,105.72584,1622678650,2021-06-03 07:04:10,2021-06-03 07:04:17
1622678657940,1,74,21.00408,105.726,1622678651,2021-06-03 07:04:11,2021-06-03 07:04:17
1622678657940,2,74,21.00412,105.72616,1622678652,2021-06-03 07:04:12,2021-06-03 07:04:17
1622678657940,3,74,21.00416,105.72631,1622678653,2021-06-03 07:04:13,2021-06-03 07:04:17
1622678657940,4,74,21.0042,105.72647,1622678654,2021-06-03 07:04:14,2021-06-03 07:04:17
1622678657940,5,74,21.00424,105.72663,1622678655,2021-06-03 07:04:15,2021-06-03 07:04:17
1622678657940,6,74,21.00428,105.72679,1622678656,2021-06-03 07:04:16,2021-06-03 07:04:17
1622678657940,7,74,21.00432,105.72695,1622678657,2021-06-03 07:04:17,2021-06-03 07:04:17
1622678665914,0,74,21.00436,105.72711,1622678658,2021-06-03 07:04:18,2021-06-03 07:04:25
1622678665914,1,74,21.0044,105.72727,1622678659,2021-06-03 07:04:19,2021-06-03 07:04:25
1622678665914,2,75,21.00444,105.72743,1622678660,2021-06-03 07:04:20,2021-06-03 07:04:25
1622678665914,3,75,21.00447,105.72759,1622678661,2021-06-03 07:04:21,2021-06-03 07:04:25
1622678665914,4,75,21.0045,105.72775,1622678662,2021-06-03 07:04:22,2021-06-03 07:04:25
1622678665914,5,75,21.00454,105.72791,1622678663,2021-06-03 07:04:23,2021-06-03 07:04:25
1622678665914,6,75,21.00458,105.72806,1622678664,2021-06-03 07:04:24,2021-06-03 07:04:25
1622678665914,7,75,21.00461,105.72821,1622678665,2021-06-03 07:04:25,2021-06-03 07:04:25
1622678674023,0,74,21.00465,105.72836,1622678666,2021-06-03 07:04:26,2021-06-03 07:04:34
1622678674023,1,74,21.00469,105.72851,1622678667,2021-06-03 07:04:27,2021-06-03 07:04:34
1622678674023,2,74,21.00473,105.72866,1622678668,2021-06-03 07:04:28,2021-06-03 07:04:34
1622678674023,3,74,21.00477,105.72881,1622678669,2021-06-03 07:04:29,2021-06-03 07:04:34
1622678674023,4,74,21.00481,105.72895,1622678670,2021-06-03 07:04:30,2021-06-03 07:04:34
